time,rna_copies,label,filename,virus
2020-05-18,-0.0032434408016529,none,SARS-CoV-BLE_slope_7.csv,SARS
2020-05-25,-0.0032434408016529,none,SARS-CoV-BLE_slope_7.csv,SARS
2020-06-01,-0.0032434408016529,none,SARS-CoV-BLE_slope_7.csv,SARS
2020-06-08,-0.0032434408016529,none,SARS-CoV-BLE_slope_7.csv,SARS
2020-06-15,-0.0032434408016529,none,SARS-CoV-BLE_slope_7.csv,SARS
2020-06-22,-0.0032434408016529,none,SARS-CoV-BLE_slope_7.csv,SARS
2020-06-29,0.0130426995248873,none,SARS-CoV-BLE_slope_7.csv,SARS
2020-07-06,0.0151638833766076,none,SARS-CoV-BLE_slope_7.csv,SARS
2020-07-13,0.0119758409820347,none,SARS-CoV-BLE_slope_7.csv,SARS
2020-07-20,0.0072020307611593,none,SARS-CoV-BLE_slope_7.csv,SARS
2020-07-27,0.0033276572585909,none,SARS-CoV-BLE_slope_7.csv,SARS
2020-08-03,-0.0034768605993805,none,SARS-CoV-BLE_slope_7.csv,SARS
2020-08-10,-0.0144552577170606,none,SARS-CoV-BLE_slope_7.csv,SARS
2020-08-17,-0.0057595132834444,none,SARS-CoV-BLE_slope_7.csv,SARS
2020-08-24,-0.0062409632327814,none,SARS-CoV-BLE_slope_7.csv,SARS
2020-08-31,-0.0049533427111935,none,SARS-CoV-BLE_slope_7.csv,SARS
2020-09-07,-0.0081553591299017,start,SARS-CoV-BLE_slope_7.csv,SARS
2020-09-14,-0.0032356098992485,start,SARS-CoV-BLE_slope_7.csv,SARS
2020-09-21,-0.0019407211513603,start,SARS-CoV-BLE_slope_7.csv,SARS
2020-09-28,0.0004204320357813,start,SARS-CoV-BLE_slope_7.csv,SARS
2020-10-05,-0.0021114281391492,start,SARS-CoV-BLE_slope_7.csv,SARS
2020-10-12,0.0001065895164288,start,SARS-CoV-BLE_slope_7.csv,SARS
2020-10-19,0.0079451648732958,on going,SARS-CoV-BLE_slope_7.csv,SARS
2020-10-26,0.1112755842441437,on going,SARS-CoV-BLE_slope_7.csv,SARS
2020-11-02,0.2162502174786673,on going,SARS-CoV-BLE_slope_7.csv,SARS
2020-11-09,0.2325745946880896,on going,SARS-CoV-BLE_slope_7.csv,SARS
2020-11-16,0.2447049682317269,on going,SARS-CoV-BLE_slope_7.csv,SARS
2020-11-23,0.1543943239447262,on going,SARS-CoV-BLE_slope_7.csv,SARS
2020-11-30,0.0187389035447713,on going,SARS-CoV-BLE_slope_7.csv,SARS
2020-12-07,-0.0791932823500857,on going,SARS-CoV-BLE_slope_7.csv,SARS
2020-12-14,-0.1241527061694127,on going,SARS-CoV-BLE_slope_7.csv,SARS
2020-12-21,-0.0807688151532441,on going,SARS-CoV-BLE_slope_7.csv,SARS
2020-12-28,-0.1274519540535253,on going,SARS-CoV-BLE_slope_7.csv,SARS
2021-01-04,-0.1173905506281305,end,SARS-CoV-BLE_slope_7.csv,SARS
2021-01-04,-0.1124129455903757,end,SARS-CoV-BLE_slope_7.csv,SARS
2021-01-11,-0.1250757891135915,end,SARS-CoV-BLE_slope_7.csv,SARS
2021-01-18,-0.054908041722714,end,SARS-CoV-BLE_slope_7.csv,SARS
2021-01-25,-0.0521610145565034,end,SARS-CoV-BLE_slope_7.csv,SARS
2021-02-01,-0.0074713863412061,end,SARS-CoV-BLE_slope_7.csv,SARS
2021-02-08,-0.0155127714107247,end,SARS-CoV-BLE_slope_7.csv,SARS
2021-02-15,-0.0349231342289233,end,SARS-CoV-BLE_slope_7.csv,SARS
2021-02-22,-0.0250113963184527,end,SARS-CoV-BLE_slope_7.csv,SARS
2021-03-01,-0.009746254373219,end,SARS-CoV-BLE_slope_7.csv,SARS
2021-03-08,0.0178171669856999,end,SARS-CoV-BLE_slope_7.csv,SARS
2021-03-15,0.009575470256218,end,SARS-CoV-BLE_slope_7.csv,SARS
2021-03-22,-0.0087814590497083,end,SARS-CoV-BLE_slope_7.csv,SARS
2021-03-29,0.0042781910307522,end,SARS-CoV-BLE_slope_7.csv,SARS
2021-04-05,-0.0004330701427854,end,SARS-CoV-BLE_slope_7.csv,SARS
2021-04-12,-0.0153002438472198,end,SARS-CoV-BLE_slope_7.csv,SARS
2021-04-19,-0.0189830061589738,end,SARS-CoV-BLE_slope_7.csv,SARS
2021-04-26,-0.007738888376566,end,SARS-CoV-BLE_slope_7.csv,SARS
2021-05-03,-0.0043110315993677,none,SARS-CoV-BLE_slope_7.csv,SARS
2021-05-10,-0.0258601906693851,none,SARS-CoV-BLE_slope_7.csv,SARS
2021-05-17,-0.0082590907349869,none,SARS-CoV-BLE_slope_7.csv,SARS
2021-05-24,-0.0050810969755073,none,SARS-CoV-BLE_slope_7.csv,SARS
2021-05-31,-0.0118054521176956,none,SARS-CoV-BLE_slope_7.csv,SARS
2021-06-07,-0.0242445453288287,none,SARS-CoV-BLE_slope_7.csv,SARS
2021-06-14,-0.0204654524556652,none,SARS-CoV-BLE_slope_7.csv,SARS
2021-06-21,-0.012609683414776,none,SARS-CoV-BLE_slope_7.csv,SARS
2021-06-28,-0.0161736510411731,none,SARS-CoV-BLE_slope_7.csv,SARS
2021-07-05,-0.0045397103679288,none,SARS-CoV-BLE_slope_7.csv,SARS
2021-07-12,0.0178420690768034,none,SARS-CoV-BLE_slope_7.csv,SARS
2021-07-19,0.0333315761127999,none,SARS-CoV-BLE_slope_7.csv,SARS
2021-07-26,0.0206720040121501,none,SARS-CoV-BLE_slope_7.csv,SARS
2021-08-02,0.0244716272996102,none,SARS-CoV-BLE_slope_7.csv,SARS
2021-08-09,0.0090532790292172,none,SARS-CoV-BLE_slope_7.csv,SARS
2021-08-16,0.0129171900543439,none,SARS-CoV-BLE_slope_7.csv,SARS
2021-08-23,0.0050363710524132,none,SARS-CoV-BLE_slope_7.csv,SARS
2021-08-30,0.0016877663616208,none,SARS-CoV-BLE_slope_7.csv,SARS
2021-09-06,0.0165371087622729,start,SARS-CoV-BLE_slope_7.csv,SARS
2021-09-13,0.0364494479338843,start,SARS-CoV-BLE_slope_7.csv,SARS
2021-09-20,0.0128591973712626,start,SARS-CoV-BLE_slope_7.csv,SARS
2021-09-27,-0.009342789325618,start,SARS-CoV-BLE_slope_7.csv,SARS
2021-10-04,0.0381399129120309,start,SARS-CoV-BLE_slope_7.csv,SARS
2021-10-11,0.0797916602121302,start,SARS-CoV-BLE_slope_7.csv,SARS
2021-10-18,0.0221009963465473,start,SARS-CoV-BLE_slope_7.csv,SARS
2021-10-25,-0.0101788939974716,start,SARS-CoV-BLE_slope_7.csv,SARS
2021-11-01,-0.0117342610577541,start,SARS-CoV-BLE_slope_7.csv,SARS
2021-11-08,-0.0430217505398281,start,SARS-CoV-BLE_slope_7.csv,SARS
2021-11-15,-0.046485266191356,start,SARS-CoV-BLE_slope_7.csv,SARS
2021-11-22,0.0239020501826281,start,SARS-CoV-BLE_slope_7.csv,SARS
2021-11-29,0.1046332536404179,on going,SARS-CoV-BLE_slope_7.csv,SARS
2021-12-06,0.1324673780661926,on going,SARS-CoV-BLE_slope_7.csv,SARS
2021-12-13,0.2364557703012021,on going,SARS-CoV-BLE_slope_7.csv,SARS
2021-12-20,0.1528197766028006,on going,SARS-CoV-BLE_slope_7.csv,SARS
2021-12-27,0.0691350522415424,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-01-03,-0.0135415176556965,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-01-10,-0.0377047745388864,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-01-17,0.1258632975121249,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-01-24,0.3493094196696426,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-01-31,0.4243170852503042,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-02-07,0.1412293923288425,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-02-14,-0.043710151146664,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-02-21,-0.3268283116189501,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-02-28,-0.4351167140270589,end,SARS-CoV-BLE_slope_7.csv,SARS
2022-03-07,-0.3083124264672839,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-03-14,0.0511485648638145,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-03-21,0.3667124973013538,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-03-28,0.328119035728287,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-04-04,0.3155101057837061,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-04-11,0.1437013954761404,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-04-18,0.0497987751383935,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-04-25,-0.1569247888175368,end,SARS-CoV-BLE_slope_7.csv,SARS
2022-05-02,-0.2640158848326297,end,SARS-CoV-BLE_slope_7.csv,SARS
2022-05-09,-0.2331931305049601,end,SARS-CoV-BLE_slope_7.csv,SARS
2022-05-16,-0.2761721256387525,end,SARS-CoV-BLE_slope_7.csv,SARS
2022-05-23,-0.2610518517697647,start,SARS-CoV-BLE_slope_7.csv,SARS
2022-05-30,-0.1341758186571814,start,SARS-CoV-BLE_slope_7.csv,SARS
2022-06-06,0.0159140468277422,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-06-13,0.0763634211310105,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-06-20,0.2746214436372507,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-06-27,0.2359015290351375,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-07-04,0.1164214341058947,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-07-11,0.2217596468131839,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-07-18,0.0161298590582668,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-07-25,-0.1213283560348097,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-08-01,-0.2369723903112588,end,SARS-CoV-BLE_slope_7.csv,SARS
2022-08-08,-0.1960963340205609,end,SARS-CoV-BLE_slope_7.csv,SARS
2022-08-15,-0.3340147398562746,end,SARS-CoV-BLE_slope_7.csv,SARS
2022-08-22,-0.401399228976719,end,SARS-CoV-BLE_slope_7.csv,SARS
2022-08-29,-0.1102298996082757,end,SARS-CoV-BLE_slope_7.csv,SARS
2022-09-05,-0.0910729487554545,start,SARS-CoV-BLE_slope_7.csv,SARS
2022-09-12,-0.0946583499911762,start,SARS-CoV-BLE_slope_7.csv,SARS
2022-09-19,-0.035676752144969,start,SARS-CoV-BLE_slope_7.csv,SARS
2022-09-26,-0.0002990471783283,start,SARS-CoV-BLE_slope_7.csv,SARS
2022-10-03,-0.0476247330976818,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-10-10,0.0827703793415418,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-10-17,0.2470604033462025,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-10-24,0.3571935747184748,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-10-31,0.2039671185643879,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-11-07,0.1118159741843869,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-11-14,-0.0899737577397958,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-11-21,-0.2848159923101675,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-11-28,-0.3114287784672236,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-12-05,-0.2000619832888591,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-12-12,0.0234447841565288,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-12-19,-0.0084868077558638,on going,SARS-CoV-BLE_slope_7.csv,SARS
2022-12-26,0.0098677247835599,on going,SARS-CoV-BLE_slope_7.csv,SARS
